Group ID,Major,Course
394,"Legal Studies, BA",POLI SCI 354
394,"Legal Studies, BA",POLI SCI 356
394,"Legal Studies, BA",POLI SCI 400
394,"Legal Studies, BA",POLI SCI 401
394,"Legal Studies, BA",POLI SCI/INTL ST  434
394,"Legal Studies, BA",POLI SCI/GEN&WS  435
394,"Legal Studies, BA",POLI SCI/INTL ST  439
394,"Legal Studies, BA",POLI SCI 635
394,"Legal Studies, BA",SPANISH/CHICLA  215
395,"Legal Studies, BA",AFROAMER 272
395,"Legal Studies, BA",AFROAMER/HISTORY  321
395,"Legal Studies, BA",AFROAMER/GEN&WS  323
395,"Legal Studies, BA",AFROAMER/GEN&WS  326
395,"Legal Studies, BA",AFROAMER 621
395,"Legal Studies, BA",AFROAMER/GEN&WS  625
395,"Legal Studies, BA",AFROAMER/HISTORY  628
395,"Legal Studies, BA",AFROAMER 671
395,"Legal Studies, BA",AMER IND 450
395,"Legal Studies, BA",HISTORY/ED POL  143
395,"Legal Studies, BA",HISTORY/AFROAMER  393
395,"Legal Studies, BA",HISTORY 403
395,"Legal Studies, BA",LEGAL ST 400
395,"Legal Studies, BA",LEGAL ST/AFROAMER  435
395,"Legal Studies, BA",LEGAL ST/CHICLA/SOC  440
395,"Legal Studies, BA",LEGAL ST/CHICLA/SOC  443
395,"Legal Studies, BA",PUB AFFR 520
395,"Legal Studies, BA",SOC/ASIAN AM  220
396,"Linguistics, BA",LINGUIS 101
397,"Linguistics, BA",LINGUIS 310
398,"Linguistics, BA",LINGUIS 322
399,"Linguistics, BA",LINGUIS 330
400,"Linguistics, BA",LINGUIS 510
400,"Linguistics, BA",LINGUIS 522
400,"Linguistics, BA",LINGUIS 530
400,"Linguistics, BA",LINGUIS 571
401,"Linguistics, BA",LINGUIS 690
402,"Linguistics, BA",AFRICAN 206
402,"Linguistics, BA",AMER IND/ANTHRO  314
402,"Linguistics, BA",AMER IND/LINGUIS  371
402,"Linguistics, BA",ANTHRO/LINGUIS  430
402,"Linguistics, BA",ASIAN 358
402,"Linguistics, BA",ASIAN 432
402,"Linguistics, BA",ASIAN 434
402,"Linguistics, BA",ASIAN 631
402,"Linguistics, BA",ASIAN 632
402,"Linguistics, BA",ASIAN 633
402,"Linguistics, BA",CS&D 110
402,"Linguistics, BA",CS&D 201
402,"Linguistics, BA",CS&D 202
402,"Linguistics, BA",CS&D 210
402,"Linguistics, BA",CS&D 240
402,"Linguistics, BA",CS&D 303
402,"Linguistics, BA",CS&D 315
402,"Linguistics, BA",CS&D 440
402,"Linguistics, BA",CS&D 503
402,"Linguistics, BA",ED POL 205
402,"Linguistics, BA",ED POL 595
402,"Linguistics, BA",ENGL 314
402,"Linguistics, BA",ENGL 316
402,"Linguistics, BA",ENGL 318
402,"Linguistics, BA",ENGL 319
402,"Linguistics, BA",ENGL 320
402,"Linguistics, BA",ENGL 412
402,"Linguistics, BA",ENGL 413
402,"Linguistics, BA",ENGL 414
402,"Linguistics, BA",ENGL 415
402,"Linguistics, BA",ENGL 416
402,"Linguistics, BA",ENGL 417
402,"Linguistics, BA",ENGL 420
402,"Linguistics, BA",ENGL 514
402,"Linguistics, BA",ENGL 516
402,"Linguistics, BA",FOLKLORE/L I S  490
402,"Linguistics, BA",ITALIAN 340
402,"Linguistics, BA",GERMAN 351
402,"Linguistics, BA",GERMAN 352
402,"Linguistics, BA",GERMAN 650
402,"Linguistics, BA",LINGUIS/ANTHRO/FOLKLORE/INTL ST  211
402,"Linguistics, BA",LINGUIS 213
402,"Linguistics, BA",LINGUIS 237
402,"Linguistics, BA",LINGUIS 303
402,"Linguistics, BA",LINGUIS 309
402,"Linguistics, BA",LINGUIS 340
402,"Linguistics, BA",LINGUIS/AMER IND  371
402,"Linguistics, BA",LINGUIS 373
402,"Linguistics, BA",LINGUIS 375
402,"Linguistics, BA",LINGUIS 426
402,"Linguistics, BA",LINGUIS 427
402,"Linguistics, BA",LINGUIS/ANTHRO  430
402,"Linguistics, BA",PHILOS 516
402,"Linguistics, BA",PSYCH 406
402,"Linguistics, BA",PSYCH 414
402,"Linguistics, BA",PSYCH 460
402,"Linguistics, BA",PSYCH 521
402,"Linguistics, BA",RELIG ST 201
402,"Linguistics, BA",SOC 535
402,"Linguistics, BA",SPANISH 320
402,"Linguistics, BA",SPANISH 321
402,"Linguistics, BA",SPANISH 327
402,"Linguistics, BA",SPANISH 331
402,"Linguistics, BA",SPANISH/FRENCH/ITALIAN/PORTUG  429
402,"Linguistics, BA",SPANISH 430
402,"Linguistics, BA",SPANISH 446
402,"Linguistics, BA",SPANISH 630
403,"Mathematics, BA",MATH 341
403,"Mathematics, BA",MATH 320
403,"Mathematics, BA",MATH 340
403,"Mathematics, BA",MATH 375
404,"Mathematics, BA",MATH 521
404,"Mathematics, BA",MATH 541
404,"Mathematics, BA",MATH 551
405,"Mathematics, BA",MATH/COMP SCI  513
405,"Mathematics, BA",MATH/COMP SCI  514
405,"Mathematics, BA",MATH 519
405,"Mathematics, BA",MATH 521
405,"Mathematics, BA",MATH 522
405,"Mathematics, BA",MATH/COMP SCI/I SY E/STAT  525
405,"Mathematics, BA",MATH 531
405,"Mathematics, BA",MATH 535
405,"Mathematics, BA",MATH 540
405,"Mathematics, BA",MATH 541
405,"Mathematics, BA",MATH 542
405,"Mathematics, BA",MATH 551
405,"Mathematics, BA",MATH 552
405,"Mathematics, BA",MATH 561
405,"Mathematics, BA",MATH 567
405,"Mathematics, BA",MATH 570
405,"Mathematics, BA",MATH/PHILOS  571
405,"Mathematics, BA",MATH 607
405,"Mathematics, BA",MATH/B M I/BIOCHEM/BMOLCHEM  609
405,"Mathematics, BA",MATH 616
405,"Mathematics, BA",MATH 619
405,"Mathematics, BA",MATH 621
405,"Mathematics, BA",MATH 623
405,"Mathematics, BA",MATH 627
405,"Mathematics, BA",MATH 629
405,"Mathematics, BA",MATH/I SY E/OTM/STAT  632
405,"Mathematics, BA",MATH 635
405,"Mathematics, BA",MATH 681
405,"Mathematics, BA",MATH 682
405,"Mathematics, BA",MATH 691
405,"Mathematics, BA",MATH 692
405,"Mathematics, BA",MATH 698
405,"Mathematics, BA",MATH 699
406,"Mathematics, BA",MATH/STAT  431
406,"Mathematics, BA",MATH/STAT  309
406,"Mathematics, BA",MATH/STAT  310
406,"Mathematics, BA",MATH 319
406,"Mathematics, BA",MATH 376
406,"Mathematics, BA",MATH 321
406,"Mathematics, BA",MATH 322
406,"Mathematics, BA",MATH 390
406,"Mathematics, BA",MATH 407
406,"Mathematics, BA",MATH 415
406,"Mathematics, BA",MATH 421
406,"Mathematics, BA",MATH/COMP SCI/I SY E  425
406,"Mathematics, BA",MATH/COMP SCI/E C E  435
406,"Mathematics, BA",MATH 443
406,"Mathematics, BA",MATH 444
406,"Mathematics, BA",MATH 461
406,"Mathematics, BA",MATH 467
406,"Mathematics, BA",MATH/HIST SCI  473
406,"Mathematics, BA",MATH/COMP SCI/STAT  475
406,"Mathematics, BA",MATH 490
406,"Mathematics, BA",MATH 491
406,"Mathematics, BA",MATH/COMP SCI  513
406,"Mathematics, BA",MATH/COMP SCI  514
406,"Mathematics, BA",MATH 519
406,"Mathematics, BA",MATH 521
406,"Mathematics, BA",MATH 522
406,"Mathematics, BA",MATH/COMP SCI/I SY E/STAT  525
406,"Mathematics, BA",MATH 531
406,"Mathematics, BA",MATH 535
406,"Mathematics, BA",MATH 540
406,"Mathematics, BA",MATH 541
406,"Mathematics, BA",MATH 542
406,"Mathematics, BA",MATH 551
406,"Mathematics, BA",MATH 552
406,"Mathematics, BA",MATH 561
406,"Mathematics, BA",MATH 567
406,"Mathematics, BA",MATH 570
406,"Mathematics, BA",MATH/PHILOS  571
406,"Mathematics, BA",MATH 607
406,"Mathematics, BA",MATH/B M I/BIOCHEM/BMOLCHEM  609
406,"Mathematics, BA",MATH 616
406,"Mathematics, BA",MATH 619
406,"Mathematics, BA",MATH 621
406,"Mathematics, BA",MATH 623
406,"Mathematics, BA",MATH 627
406,"Mathematics, BA",MATH 629
406,"Mathematics, BA",MATH/I SY E/OTM/STAT  632
406,"Mathematics, BA",MATH 635
406,"Mathematics, BA",MATH 681
406,"Mathematics, BA",MATH 682
406,"Mathematics, BA",MATH 691
406,"Mathematics, BA",MATH 692
406,"Mathematics, BA",MATH 698
406,"Mathematics, BA",MATH 699
407,"Microbiology, BA (L&S)",MATH 171 & MATH 217
407,"Microbiology, BA (L&S)",MATH 221
408,"Microbiology, BA (L&S)",STAT 371
408,"Microbiology, BA (L&S)",STAT 301
408,"Microbiology, BA (L&S)",STAT 240
409,"Microbiology, BA (L&S)",CHEM 103 & CHEM 104
409,"Microbiology, BA (L&S)",CHEM 109
409,"Microbiology, BA (L&S)",CHEM 115 & CHEM 116
410,"Microbiology, BA (L&S)",CHEM 343
410,"Microbiology, BA (L&S)",CHEM 344
410,"Microbiology, BA (L&S)",CHEM 345
411,"Microbiology, BA (L&S)",BIOLOGY/BOTANY/ZOOLOGY  151 & BIOLOGY/BOTANY/ZOOLOGY  152
411,"Microbiology, BA (L&S)",BIOCORE 381 & BIOCORE 382 & BIOCORE 383 & BIOCORE 384 & BIOCORE 485
411,"Microbiology, BA (L&S)",ZOOLOGY/BIOLOGY  101 & ZOOLOGY/BIOLOGY  102 & BOTANY/BIOLOGY  130
412,"Microbiology, BA (L&S)",PHYSICS 103 & PHYSICS 104
412,"Microbiology, BA (L&S)",PHYSICS 207 & PHYSICS 208
412,"Microbiology, BA (L&S)",PHYSICS 201 & PHYSICS 202
413,"Microbiology, BA (L&S)",BIOCHEM 501
413,"Microbiology, BA (L&S)",BIOCHEM 507 & BIOCHEM 508
414,"Microbiology, BA (L&S)",MICROBIO 303
414,"Microbiology, BA (L&S)",MICROBIO 304
414,"Microbiology, BA (L&S)",MICROBIO 305
414,"Microbiology, BA (L&S)",MICROBIO 450
414,"Microbiology, BA (L&S)",MICROBIO 470
414,"Microbiology, BA (L&S)",MICROBIO 526
414,"Microbiology, BA (L&S)",MICROBIO 527
414,"Microbiology, BA (L&S)",MICROBIO 551
414,"Microbiology, BA (L&S)",MICROBIO/FOOD SCI  324
414,"Microbiology, BA (L&S)",MICROBIO/FOOD SCI  325
414,"Microbiology, BA (L&S)",MICROBIO/AN SCI/BOTANY  335
414,"Microbiology, BA (L&S)",MICROBIO 345
414,"Microbiology, BA (L&S)",MICROBIO 357
414,"Microbiology, BA (L&S)",MICROBIO/SOIL SCI  425
414,"Microbiology, BA (L&S)",MICROBIO 520
414,"Microbiology, BA (L&S)",MICROBIO/SOIL SCI  523
414,"Microbiology, BA (L&S)",MICROBIO 525
414,"Microbiology, BA (L&S)",MICROBIO/ONCOLOGY  545
414,"Microbiology, BA (L&S)",MICROBIO/BIOCHEM/GENETICS  612
414,"Microbiology, BA (L&S)",MICROBIO 657
414,"Microbiology, BA (L&S)",MICROBIO/BMOLCHEM  668
414,"Microbiology, BA (L&S)",BIOCHEM/M M & I 575
414,"Microbiology, BA (L&S)",BIOCHEM 601
414,"Microbiology, BA (L&S)",BOTANY 330
414,"Microbiology, BA (L&S)",BOTANY/PL PATH 332
414,"Microbiology, BA (L&S)",BOTANY/ENTOM/PL PATH 505
414,"Microbiology, BA (L&S)",CHEM 665
414,"Microbiology, BA (L&S)",COMP SCI/B M I  576
414,"Microbiology, BA (L&S)",F&W ECOL/SURG SCI 548
414,"Microbiology, BA (L&S)",FOOD SCI 550
414,"Microbiology, BA (L&S)",M M & I/ENTOM/PATH-BIO/ZOOLOGY 350
414,"Microbiology, BA (L&S)",ONCOLOGY/M M & I/PL PATH  640
414,"Microbiology, BA (L&S)",PATH-BIO/M M & I  528
414,"Microbiology, BA (L&S)",PL PATH 622
414,"Microbiology, BA (L&S)",PL PATH/BOTANY/GENETICS/M M & I  655
415,"Molecular and Cell Biology, BA",MATH 221
415,"Molecular and Cell Biology, BA",MATH 217
415,"Molecular and Cell Biology, BA",MATH 222
415,"Molecular and Cell Biology, BA",MATH 213
415,"Molecular and Cell Biology, BA",STAT 240
415,"Molecular and Cell Biology, BA",STAT 301
415,"Molecular and Cell Biology, BA",STAT 371
416,"Molecular and Cell Biology, BA",CHEM 103 & CHEM 104
416,"Molecular and Cell Biology, BA",CHEM 109
416,"Molecular and Cell Biology, BA",CHEM 115 & CHEM 116
417,"Molecular and Cell Biology, BA",CHEM 343
417,"Molecular and Cell Biology, BA",CHEM 344
417,"Molecular and Cell Biology, BA",CHEM 345
418,"Molecular and Cell Biology, BA",PHYSICS 207
418,"Molecular and Cell Biology, BA",PHYSICS 201
418,"Molecular and Cell Biology, BA",PHYSICS 247
418,"Molecular and Cell Biology, BA",PHYSICS 208
418,"Molecular and Cell Biology, BA",PHYSICS 202
418,"Molecular and Cell Biology, BA",PHYSICS 248
418,"Molecular and Cell Biology, BA",PHYSICS 103
418,"Molecular and Cell Biology, BA",PHYSICS 104
418,"Molecular and Cell Biology, BA",MATH 234
419,"Molecular and Cell Biology, BA",ZOOLOGY/BIOLOGY/BOTANY  151
419,"Molecular and Cell Biology, BA",ZOOLOGY/BIOLOGY/BOTANY  152
419,"Molecular and Cell Biology, BA",BIOCORE 381
419,"Molecular and Cell Biology, BA",BIOCORE 382
419,"Molecular and Cell Biology, BA",BIOCORE 383
419,"Molecular and Cell Biology, BA",BIOCORE 384
419,"Molecular and Cell Biology, BA",BIOCORE 485
419,"Molecular and Cell Biology, BA",ZOOLOGY/BIOLOGY  101
419,"Molecular and Cell Biology, BA",ZOOLOGY/BIOLOGY  102
419,"Molecular and Cell Biology, BA",BOTANY/BIOLOGY  130
420,"Molecular and Cell Biology, BA",BIOCHEM 501
420,"Molecular and Cell Biology, BA",BIOCHEM 507 & BIOCHEM 508
421,"Molecular and Cell Biology, BA",ZOOLOGY 570
422,"Molecular and Cell Biology, BA",BIOCORE 381 & BIOCORE 383 & BIOCORE 587
422,"Molecular and Cell Biology, BA",GENETICS 466
422,"Molecular and Cell Biology, BA",GENETICS 467 & GENETICS 468
422,"Molecular and Cell Biology, BA",MICROBIO 470
423,"Molecular and Cell Biology, BA",CHEM 575
423,"Molecular and Cell Biology, BA",BIOCHEM/NUTR SCI  560
423,"Molecular and Cell Biology, BA",BIOCHEM 601
423,"Molecular and Cell Biology, BA",BIOCHEM/GENETICS/MICROBIO  612
423,"Molecular and Cell Biology, BA",BIOCHEM/GENETICS/MD GENET  620
423,"Molecular and Cell Biology, BA",BIOCHEM/BOTANY  621
423,"Molecular and Cell Biology, BA",BIOCHEM 625
424,"Molecular and Cell Biology, BA",MED PHYS 510
424,"Molecular and Cell Biology, BA",CRB/B M E  670
424,"Molecular and Cell Biology, BA",ZOOLOGY 444
424,"Molecular and Cell Biology, BA",ZOOLOGY 470
424,"Molecular and Cell Biology, BA",ZOOLOGY/PSYCH  523
424,"Molecular and Cell Biology, BA",ZOOLOGY 603
424,"Molecular and Cell Biology, BA",GENETICS 627
424,"Molecular and Cell Biology, BA",ONCOLOGY 401
424,"Molecular and Cell Biology, BA",PATH-BIO/M M & I  528
424,"Molecular and Cell Biology, BA",BIOCORE 587
424,"Molecular and Cell Biology, BA",NTP/NEURODPT  610
425,"Molecular and Cell Biology, BA",AN SCI/DY SCI  361
425,"Molecular and Cell Biology, BA",GENETICS 520
425,"Molecular and Cell Biology, BA",GENETICS 527
425,"Molecular and Cell Biology, BA",GENETICS/MD GENET  565
425,"Molecular and Cell Biology, BA",GENETICS 588
425,"Molecular and Cell Biology, BA",GENETICS/BIOCHEM/MICROBIO  612
425,"Molecular and Cell Biology, BA",GENETICS/BIOCHEM/MD GENET  620
425,"Molecular and Cell Biology, BA",GENETICS 627
425,"Molecular and Cell Biology, BA",GENETICS/BIOCHEM  631
425,"Molecular and Cell Biology, BA",GENETICS/MD GENET  662
425,"Molecular and Cell Biology, BA",PLANTSCI 338
425,"Molecular and Cell Biology, BA",PLANTSCI 340
425,"Molecular and Cell Biology, BA",PLANTSCI 550
426,"Molecular and Cell Biology, BA",MICROBIO 303
426,"Molecular and Cell Biology, BA",MICROBIO/AN SCI/BOTANY  335
426,"Molecular and Cell Biology, BA",MICROBIO/SOIL SCI  425
426,"Molecular and Cell Biology, BA",MICROBIO/SOIL SCI  523
426,"Molecular and Cell Biology, BA",MICROBIO 526
426,"Molecular and Cell Biology, BA",PL PATH 622
426,"Molecular and Cell Biology, BA",BOTANY/ENTOM/PL PATH  505
426,"Molecular and Cell Biology, BA",BIOCHEM/M M & I  575
426,"Molecular and Cell Biology, BA",ONCOLOGY/M M & I/PL PATH  640
427,"Molecular and Cell Biology, BA",MATH/COMP SCI  240
427,"Molecular and Cell Biology, BA",MATH 340
427,"Molecular and Cell Biology, BA",STAT 303
427,"Molecular and Cell Biology, BA",STAT 304
427,"Molecular and Cell Biology, BA",STAT 305
427,"Molecular and Cell Biology, BA",STAT 333
427,"Molecular and Cell Biology, BA",STAT 421
427,"Molecular and Cell Biology, BA",COMP SCI 300
427,"Molecular and Cell Biology, BA",COMP SCI 368
427,"Molecular and Cell Biology, BA",COMP SCI 540
427,"Molecular and Cell Biology, BA",COMP SCI/B M I  567
427,"Molecular and Cell Biology, BA",COMP SCI/B M I  576
427,"Molecular and Cell Biology, BA",MICROBIO 657
428,"Molecular and Cell Biology, BA",BIOCHEM 207
428,"Molecular and Cell Biology, BA",CHEM 327
428,"Molecular and Cell Biology, BA",CHEM 329
428,"Molecular and Cell Biology, BA",COMP SCI 220
428,"Molecular and Cell Biology, BA",MICROBIO 304
428,"Molecular and Cell Biology, BA",MICROBIO 657
428,"Molecular and Cell Biology, BA",MOL BIOL 681
428,"Molecular and Cell Biology, BA",MOL BIOL 691
428,"Molecular and Cell Biology, BA",MOL BIOL 699
428,"Molecular and Cell Biology, BA",PHM SCI 254
428,"Molecular and Cell Biology, BA",ZOOLOGY 555
429,"Molecular and Cell Biology, BA",MOL BIOL 699
430,"Molecular and Cell Biology, BA",MOL BIOL 682
430,"Molecular and Cell Biology, BA",MOL BIOL 692
431,"Music, BA",MUS PERF 237
431,"Music, BA",MUS PERF 437
431,"Music, BA",MUS PERF 215
431,"Music, BA",MUS PERF 415
431,"Music, BA",MUS PERF 235
431,"Music, BA",MUS PERF 435
431,"Music, BA",MUS PERF 211
431,"Music, BA",MUS PERF 411
431,"Music, BA",MUS PERF 223
431,"Music, BA",MUS PERF 423
431,"Music, BA",MUS PERF 207
431,"Music, BA",MUS PERF 407
431,"Music, BA",MUS PERF 240
431,"Music, BA",MUS PERF 440
431,"Music, BA",MUS PERF 239
431,"Music, BA",MUS PERF 439
431,"Music, BA",MUS PERF 217
431,"Music, BA",MUS PERF 417
431,"Music, BA",MUS PERF 241
431,"Music, BA",MUS PERF 441
431,"Music, BA",MUS PERF 227
431,"Music, BA",MUS PERF 427
431,"Music, BA",MUS PERF 201
431,"Music, BA",MUS PERF 401
431,"Music, BA",MUS PERF 209
431,"Music, BA",MUS PERF 409
431,"Music, BA",MUS PERF 213
431,"Music, BA",MUS PERF 413
431,"Music, BA",MUS PERF 221
431,"Music, BA",MUS PERF 421
431,"Music, BA",MUS PERF 219
431,"Music, BA",MUS PERF 419
431,"Music, BA",MUS PERF 225
431,"Music, BA",MUS PERF 425
431,"Music, BA",MUS PERF 233
431,"Music, BA",MUS PERF 433
431,"Music, BA",MUS PERF 231
431,"Music, BA",MUS PERF 231
431,"Music, BA",MUS PERF 205
431,"Music, BA",MUS PERF 405
432,"Music, BA",MUSIC 121 & MUSIC 171
432,"Music, BA",MUSIC 122 & MUSIC 172
432,"Music, BA",MUSIC 211
432,"Music, BA",MUSIC 212
432,"Music, BA",MUS PERF 102 & MUS PERF 201 & MUS PERF 203
432,"Music, BA",MUSIC 221 & MUSIC 271
432,"Music, BA",OR
432,"Music, BA",MUSIC 229 & MUSIC 331
432,"Music, BA",MUSIC 411
432,"Music, BA",MUSIC 412
432,"Music, BA",MUSIC 413
432,"Music, BA",MUSIC 414
432,"Music, BA",MUSIC 415
432,"Music, BA",MUSIC 416
432,"Music, BA",MUSIC 417
432,"Music, BA",MUSIC 419
432,"Music, BA",MUSIC 511
432,"Music, BA",MUSIC 513
433,"Music, BA",MUSIC 40
433,"Music, BA",MUSIC 41
433,"Music, BA",MUSIC 50
433,"Music, BA",MUSIC 52
433,"Music, BA",MUSIC 56
433,"Music, BA",MUSIC 58
433,"Music, BA",MUSIC 62
433,"Music, BA",MUSIC 102
433,"Music, BA",MUSIC 107
433,"Music, BA",MUSIC 201
433,"Music, BA",MUSIC 221
433,"Music, BA",MUSIC 222
433,"Music, BA",MUSIC 229
433,"Music, BA",MUSIC 252
433,"Music, BA",MUSIC 253
433,"Music, BA",MUSIC 254
433,"Music, BA",MUSIC 256
433,"Music, BA",MUSIC 257
433,"Music, BA",MUSIC 262
433,"Music, BA",MUSIC 265
433,"Music, BA",MUSIC 266
433,"Music, BA",MUSIC 267
433,"Music, BA",MUSIC 268
433,"Music, BA",MUSIC 269
433,"Music, BA",MUSIC 270
433,"Music, BA",MUSIC 271
433,"Music, BA",MUSIC 272
433,"Music, BA",MUSIC/AFROAMER/DANCE  318
433,"Music, BA",MUSIC 319
433,"Music, BA",MUSIC 331
433,"Music, BA",MUSIC 332
433,"Music, BA",MUSIC 340
433,"Music, BA",MUSIC 346
433,"Music, BA",MUSIC 405
433,"Music, BA",MUSIC 411
433,"Music, BA",MUSIC 412
433,"Music, BA",MUSIC 413
433,"Music, BA",MUSIC 414
433,"Music, BA",MUSIC 415
433,"Music, BA",MUSIC 416
433,"Music, BA",MUSIC 417
433,"Music, BA",MUSIC 419
433,"Music, BA",MUSIC 461
433,"Music, BA",MUSIC 466
433,"Music, BA",MUSIC 467
433,"Music, BA",MUSIC 468
433,"Music, BA",MUSIC 497
433,"Music, BA",MUSIC 499
433,"Music, BA",MUSIC 502
433,"Music, BA",MUSIC 511
433,"Music, BA",MUSIC 513
433,"Music, BA",MUSIC 523
433,"Music, BA",MUS PERF 101
433,"Music, BA",MUS PERF 102
433,"Music, BA",MUS PERF 103
433,"Music, BA",MUS PERF 104
433,"Music, BA",MUS PERF 108
433,"Music, BA",MUS PERF 143
433,"Music, BA",MUS PERF 144
433,"Music, BA",MUS PERF 148
433,"Music, BA",MUS PERF 200
433,"Music, BA",MUS PERF 201
433,"Music, BA",MUS PERF 205
433,"Music, BA",MUS PERF 207
433,"Music, BA",MUS PERF 209
433,"Music, BA",MUS PERF 211
433,"Music, BA",MUS PERF 213
433,"Music, BA",MUS PERF 215
433,"Music, BA",MUS PERF 217
433,"Music, BA",MUS PERF 219
433,"Music, BA",MUS PERF 221
433,"Music, BA",MUS PERF 223
433,"Music, BA",MUS PERF 225
433,"Music, BA",MUS PERF 227
433,"Music, BA",MUS PERF 231
433,"Music, BA",MUS PERF 233
433,"Music, BA",MUS PERF 235
433,"Music, BA",MUS PERF 237
433,"Music, BA",MUS PERF 239
433,"Music, BA",MUS PERF 240
433,"Music, BA",MUS PERF 241
433,"Music, BA",MUS PERF 242
433,"Music, BA",MUS PERF 247
433,"Music, BA",MUS PERF 248
433,"Music, BA",MUS PERF 251
433,"Music, BA",MUS PERF 311
433,"Music, BA",MUS PERF 333
433,"Music, BA",MUS PERF 339
433,"Music, BA",MUS PERF 342
433,"Music, BA",MUS PERF 347
433,"Music, BA",MUS PERF 348
433,"Music, BA",MUS PERF 401
433,"Music, BA",MUS PERF 405
433,"Music, BA",MUS PERF 407
433,"Music, BA",MUS PERF 409
433,"Music, BA",MUS PERF 411
433,"Music, BA",MUS PERF 413
433,"Music, BA",MUS PERF 415
433,"Music, BA",MUS PERF 417
433,"Music, BA",MUS PERF 419
433,"Music, BA",MUS PERF 421
433,"Music, BA",MUS PERF 423
433,"Music, BA",MUS PERF 425
433,"Music, BA",MUS PERF 427
433,"Music, BA",MUS PERF 431
433,"Music, BA",MUS PERF 433
433,"Music, BA",MUS PERF 435
433,"Music, BA",MUS PERF 437
433,"Music, BA",MUS PERF 439
433,"Music, BA",MUS PERF 440
433,"Music, BA",MUS PERF 441
433,"Music, BA",MUS PERF 447
433,"Music, BA",MUS PERF 448
433,"Music, BA",MUS PERF 457
433,"Music, BA",MUS PERF 458
434,"Music: Education, BM",MUSIC 121 & MUSIC 171
434,"Music: Education, BM",MUSIC 122 & MUSIC 172
434,"Music: Education, BM",MUSIC 221 & MUSIC 271
434,"Music: Education, BM",MUSIC 222 & MUSIC 272
434,"Music: Education, BM",MUSIC 211
434,"Music: Education, BM",MUSIC 212
434,"Music: Education, BM",MUSIC 260
434,"Music: Education, BM",MUSIC 262
434,"Music: Education, BM",MUSIC 266
434,"Music: Education, BM",MUS PERF 104
434,"Music: Education, BM",MUS PERF 103
434,"Music: Education, BM",MUS PERF 104
434,"Music: Education, BM",MUS PERF 108
434,"Music: Education, BM",MUSIC 331
434,"Music: Education, BM",MUSIC 102
434,"Music: Education, BM",MUSIC/FOLKLORE  103
434,"Music: Education, BM",MUSIC 202
434,"Music: Education, BM",MUSIC 203
434,"Music: Education, BM",MUSIC 260
434,"Music: Education, BM",MUSIC 262
434,"Music: Education, BM",MUSIC 266
434,"Music: Education, BM",MUSIC 268
434,"Music: Education, BM",MUSIC/AFROAMER/DANCE  318
434,"Music: Education, BM",MUSIC 319
434,"Music: Education, BM",MUSIC 331
434,"Music: Education, BM",MUSIC 332
434,"Music: Education, BM",MUSIC 405
434,"Music: Education, BM",MUSIC 253
434,"Music: Education, BM",MUSIC 254
435,"Music: Education, BM",MUSIC/CURRIC  304
435,"Music: Education, BM",MUSIC/CURRIC  420
435,"Music: Education, BM",MUSIC/CURRIC  421
435,"Music: Education, BM",MUSIC/CURRIC  300
435,"Music: Education, BM",MUSIC/CURRIC  301 & MUSIC/CURRIC  337
435,"Music: Education, BM",MUSIC/CURRIC  302 & MUSIC/CURRIC  337
436,"Music: Education, BM",ED PSYCH 320
436,"Music: Education, BM",ED PSYCH 321
436,"Music: Education, BM",ED PSYCH 301
436,"Music: Education, BM",ED POL 300
436,"Music: Education, BM",ED POL/HISTORY  412
436,"Music: Education, BM",RP & SE/CURRIC  506
436,"Music: Education, BM",CURRIC 305
437,"Music: Performance, BM",MUSIC 211
437,"Music: Performance, BM",MUSIC 212
437,"Music: Performance, BM",MUSIC 405
437,"Music: Performance, BM",MUSIC 411
437,"Music: Performance, BM",MUSIC 412
437,"Music: Performance, BM",MUSIC 413
437,"Music: Performance, BM",MUSIC 414
437,"Music: Performance, BM",MUSIC 415
437,"Music: Performance, BM",MUSIC 416
437,"Music: Performance, BM",MUSIC 417
437,"Music: Performance, BM",MUSIC 419
437,"Music: Performance, BM",MUSIC 511
437,"Music: Performance, BM",MUSIC 513
438,"Music: Performance, BM",MUSIC 121 & MUSIC 171
438,"Music: Performance, BM",MUSIC 122 & MUSIC 172
438,"Music: Performance, BM",MUSIC 221 & MUSIC 271
439,"Music: Performance, BM",MUSIC 252
440,"Music: Performance, BM",MUSIC 102
440,"Music: Performance, BM",MUSIC/FOLKLORE  103
440,"Music: Performance, BM",MUSIC 202
440,"Music: Performance, BM",MUSIC 203
440,"Music: Performance, BM",MUSIC 260
440,"Music: Performance, BM",MUSIC 262
440,"Music: Performance, BM",MUSIC 266
440,"Music: Performance, BM",MUSIC 268
440,"Music: Performance, BM",MUSIC/AFROAMER/DANCE  318
440,"Music: Performance, BM",MUSIC 319
440,"Music: Performance, BM",MUSIC 331
440,"Music: Performance, BM",MUSIC 332
440,"Music: Performance, BM",MUSIC 405
441,"Music: Performance, BM",MUSIC 40
441,"Music: Performance, BM",MUSIC 41
441,"Music: Performance, BM",MUSIC 42
441,"Music: Performance, BM",MUSIC 50
441,"Music: Performance, BM",MUSIC 52
441,"Music: Performance, BM",MUSIC 56
441,"Music: Performance, BM",MUSIC 58
441,"Music: Performance, BM",MUSIC 62
441,"Music: Performance, BM",MUSIC 102
